@relation german_credit-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1_clustered

@attribute Instance_number numeric
@attribute checking_status {<0,0<=X<200,>=200,'no checking'}
@attribute duration numeric
@attribute credit_history {'no credits/all paid','all paid','existing paid','delayed previously','critical/other existing credit'}
@attribute purpose {'new car','used car',furniture/equipment,radio/tv,'domestic appliance',repairs,education,vacation,retraining,business,other}
@attribute credit_amount numeric
@attribute savings_status {<100,100<=X<500,500<=X<1000,>=1000,'no known savings'}
@attribute employment {unemployed,<1,1<=X<4,4<=X<7,>=7}
@attribute installment_commitment numeric
@attribute personal_status {'male div/sep','female div/dep/mar','male single','male mar/wid','female single'}
@attribute other_parties {none,'co applicant',guarantor}
@attribute residence_since numeric
@attribute property_magnitude {'real estate','life insurance',car,'no known property'}
@attribute age numeric
@attribute other_payment_plans {bank,stores,none}
@attribute housing {rent,own,'for free'}
@attribute existing_credits numeric
@attribute job {'unemp/unskilled non res','unskilled resident',skilled,'high qualif/self emp/mgmt'}
@attribute num_dependents numeric
@attribute own_telephone {none,yes}
@attribute foreign_worker {yes,no}
@attribute class {good,bad}
@attribute Cluster {cluster0,cluster1,cluster2}

@data
1172,<0,24,'existing paid','new car',1345.853596,<100,1<=X<4,4,'female div/dep/mar',none,2.794658,'real estate',37.724008,none,own,1.898063,skilled,1.384818,none,yes,bad,cluster2
1173,0<=X<200,7.154645,'existing paid','new car',937.673857,<100,<1,3.621539,'female div/dep/mar',none,2.610751,car,32.186647,none,own,1.68656,skilled,1.798579,none,yes,bad,cluster2
1174,<0,11.52676,'existing paid','new car',1468.115861,<100,4<=X<7,4,'male single',none,3.753274,'no known property',22.262058,none,own,1.507841,skilled,1,none,yes,bad,cluster2
1175,0<=X<200,25.155092,'no credits/all paid',furniture/equipment,4211.891605,<100,1<=X<4,3.110671,'female div/dep/mar',none,3.09537,car,29.890748,none,own,1.642308,'unskilled resident',1,none,yes,bad,cluster2
1176,0<=X<200,20.615508,'existing paid','new car',2737.015196,<100,>=7,2.37521,'male div/sep',none,2.904789,'life insurance',21.997046,bank,own,1.352258,skilled,1,none,yes,bad,cluster2
1177,<0,10.953954,'existing paid','new car',938.161208,<100,1<=X<4,4,'female div/dep/mar',none,1.622899,'life insurance',29.032806,none,own,1.073982,skilled,1,none,yes,bad,cluster2
1178,<0,23.603877,'existing paid',radio/tv,1835.526787,<100,1<=X<4,3.281423,'female div/dep/mar',none,3.07173,'no known property',26.716905,none,own,1.981678,skilled,1,yes,yes,bad,cluster2
1179,<0,29.268505,'existing paid',furniture/equipment,3349,<100,<1,4,'male single',none,2.318639,'life insurance',29.403806,none,rent,1,skilled,1.777924,yes,yes,bad,cluster2
1180,<0,20.554895,'existing paid','new car',2626.531237,<100,1<=X<4,4,'female div/dep/mar',none,4,'life insurance',50.590791,none,rent,1.351725,skilled,1,none,yes,bad,cluster2
1181,<0,12,'existing paid',radio/tv,745.114285,<100,unemployed,4,'female div/dep/mar',none,2.78224,'real estate',23.579502,none,own,1,'unskilled resident',1,none,yes,bad,cluster2
1182,0<=X<200,9.22738,'existing paid','new car',1239.196115,<100,1<=X<4,2.653534,'female div/dep/mar',none,4,'real estate',24.577,none,own,1,'unskilled resident',1.158329,none,yes,bad,cluster2
1183,<0,15.598422,'existing paid',radio/tv,1805.145974,<100,1<=X<4,3.746354,'female div/dep/mar',none,1,'real estate',25.269959,none,own,1.371829,skilled,1,none,yes,bad,cluster2
1184,<0,32.984429,'existing paid',furniture/equipment,3444.352283,<100,1<=X<4,2.272529,'male single',none,3.236089,'real estate',38.640648,none,own,1,skilled,1.930418,none,yes,bad,cluster2
1185,<0,14.861767,'all paid',furniture/equipment,1504.288481,<100,<1,2.695708,'male single',none,2.336435,car,33.304159,bank,own,2,skilled,1,none,yes,bad,cluster2
1186,<0,48,'existing paid','new car',3914.647644,<100,1<=X<4,4,'male single',none,2.419422,'real estate',43.438669,none,own,1,skilled,1.291724,none,yes,bad,cluster2
1187,<0,17.674553,'existing paid','new car',2603.825154,<100,1<=X<4,2.060892,'male single',none,4,'real estate',49.952431,none,rent,1.82352,skilled,1,none,yes,bad,cluster2
1188,<0,9,'existing paid','new car',1433.611099,<100,4<=X<7,2.483982,'male single',none,2.855454,'no known property',27.97557,none,own,1,skilled,1,none,yes,bad,cluster2
1189,'no checking',23.699216,'all paid',furniture/equipment,1551.62929,<100,<1,4,'male single',none,3.761959,'life insurance',37.347129,bank,own,1,skilled,1,none,yes,bad,cluster2
1190,<0,13.508067,'existing paid',radio/tv,1951.121685,<100,<1,3.432535,'male div/sep',none,3.935013,'real estate',19.851353,none,own,1.966627,skilled,1,none,yes,bad,cluster2
1191,<0,24,'existing paid','new car',1357.139638,<100,<1,3.150971,'female div/dep/mar',none,3.952015,'real estate',32.016718,none,own,1,skilled,1,none,yes,bad,cluster2
1192,<0,39.746377,'delayed previously',business,4351.23513,<100,1<=X<4,1.133174,'female div/dep/mar',none,3.584314,'life insurance',23.217342,none,own,2,skilled,1.297873,none,yes,bad,cluster2
1193,<0,12.287589,'existing paid',radio/tv,745.066298,<100,unemployed,4,'female div/dep/mar',none,1.262757,'real estate',25.289324,none,own,1,'unskilled resident',1,none,yes,bad,cluster2
1194,'no checking',21.686445,'existing paid',furniture/equipment,4611.798528,<100,<1,3,'male single',none,2.706002,'life insurance',39.514199,none,own,1.117771,'unskilled resident',1.505775,none,yes,bad,cluster2
1195,<0,41.141563,'existing paid','new car',7949.249092,<100,>=7,4,'male single',none,4,'no known property',29.034542,none,own,1.749347,'high qualif/self emp/mgmt',1,yes,yes,bad,cluster2
1196,<0,20.538407,'existing paid','new car',1361.794036,<100,1<=X<4,2.436151,'female div/dep/mar',none,3.846406,'life insurance',25.178828,none,own,1,skilled,1,none,yes,bad,cluster2
1197,0<=X<200,17.998652,'existing paid','new car',948.321019,<100,<1,4,'female div/dep/mar',none,3,car,37.163425,none,own,1.184125,skilled,2,none,yes,bad,cluster2
1198,<0,12,'existing paid','new car',689.897736,<100,4<=X<7,4,'male single',none,3.676355,car,37.619282,none,own,1.164126,'unskilled resident',1.494449,none,yes,bad,cluster2
1199,0<=X<200,25.559403,'existing paid',furniture/equipment,1919.726894,<100,<1,4,'male single',none,2.282948,'real estate',32.114113,none,own,1.679188,skilled,1,none,yes,bad,cluster2
1200,<0,30.424478,'existing paid','new car',2302.641107,<100,<1,4,'male div/sep',none,2.510585,car,41.720246,none,own,1,skilled,1,none,yes,bad,cluster2
1201,<0,36,'existing paid','new car',8076.817069,<100,1<=X<4,2.083171,'male single',none,3.393875,car,30.069387,none,own,2.137143,skilled,1,yes,yes,bad,cluster2
1202,<0,21.985407,'existing paid','new car',914.688906,<100,>=7,4,'female div/dep/mar',none,3.933602,car,36.798423,bank,own,1,skilled,1.154816,none,yes,bad,cluster2
1203,<0,15.295271,'existing paid','new car',895.943657,<100,>=7,4,'female div/dep/mar',none,2.21172,car,28.868956,bank,own,1,skilled,1.629681,none,yes,bad,cluster2
1204,<0,34.72753,'critical/other existing credit','new car',4843.319657,<100,4<=X<7,3,'male single',none,2.221434,'life insurance',33.716325,none,own,1.471804,skilled,1,none,yes,bad,cluster2
1205,<0,18.072105,'existing paid','new car',2591.465599,<100,<1,4,'male single',none,3.584786,'real estate',45.282823,none,own,1.444767,'unskilled resident',1.43895,none,yes,bad,cluster2
1206,0<=X<200,43.235397,'existing paid',radio/tv,5709.281865,<100,1<=X<4,1.390029,'female div/dep/mar',none,1.252972,car,31.146206,none,own,1.529126,skilled,1,none,yes,bad,cluster2
1207,<0,17.782188,'existing paid',furniture/equipment,1127.216489,<100,1<=X<4,4,'female div/dep/mar',none,2.567344,car,31.220514,none,own,1,skilled,1,none,yes,bad,cluster2
1208,<0,48,'existing paid',furniture/equipment,6349.358467,<100,>=7,4,'male single',none,3.372117,'no known property',52.608212,none,'for free',1.814082,skilled,1,none,yes,bad,cluster2
1209,0<=X<200,37.100866,'existing paid','new car',6659.204795,<100,1<=X<4,2.475888,'male single',none,3.604551,'no known property',32.570614,none,own,1.830108,skilled,1,none,yes,bad,cluster2
1210,0<=X<200,17.721592,'existing paid',furniture/equipment,2910.758397,<100,1<=X<4,3.840696,'male single',none,1.711862,'real estate',33.088445,none,own,1.218682,skilled,1.080003,none,yes,bad,cluster2
1211,<0,6,'existing paid','new car',1201.723776,<100,unemployed,4,'female div/dep/mar',none,4,'life insurance',39.162519,none,rent,1,skilled,1,none,yes,bad,cluster2
1212,0<=X<200,30.708146,'existing paid','new car',14289.196418,<100,>=7,1.435471,'male single',none,2,'no known property',25.095527,none,own,1,'high qualif/self emp/mgmt',1,yes,yes,bad,cluster2
1213,<0,15.212884,'existing paid','new car',1346.991828,<100,<1,3.536269,'male single',none,2.654088,'real estate',31.867487,none,own,1.256486,skilled,1,none,yes,bad,cluster2
1214,<0,8.248987,'all paid',radio/tv,636.281879,<100,<1,4,'female div/dep/mar',none,2,'real estate',28.032358,none,own,1,skilled,1.037252,none,yes,bad,cluster2
1215,0<=X<200,15.944704,'existing paid','new car',1216.829545,<100,<1,4,'female div/dep/mar',none,2.032977,'real estate',23.279438,none,own,1,skilled,1,none,yes,bad,cluster2
1216,'no checking',25.153605,'existing paid','new car',2541.830235,<100,1<=X<4,3.202978,'male single',none,3.971251,'real estate',26.489823,none,own,1.397969,'unskilled resident',1.035054,none,yes,bad,cluster2
1217,0<=X<200,18,'existing paid',furniture/equipment,1893.992975,<100,<1,4,'female div/dep/mar',none,3.406251,'real estate',26.075541,none,own,1.071648,skilled,1,none,yes,bad,cluster2
1218,0<=X<200,15.649653,'existing paid','new car',6420.083086,<100,>=7,2.022235,'male single',none,1.730699,'no known property',56.273778,none,own,1,skilled,1,none,yes,bad,cluster2
1219,<0,18.892095,'existing paid',radio/tv,1977.644718,<100,<1,2.733928,'female div/dep/mar',none,4,'real estate',22.105022,none,own,1,skilled,1.778258,none,yes,bad,cluster2
1220,0<=X<200,28.955059,'existing paid','used car',11787.251129,<100,1<=X<4,1,'male single',none,1.456882,car,31.488722,none,rent,1.135571,'high qualif/self emp/mgmt',1,none,yes,bad,cluster2
1221,0<=X<200,33.436657,'no credits/all paid',business,4298.928101,<100,1<=X<4,3.034819,'female div/dep/mar',none,4,car,25.727057,none,own,1.319313,'unskilled resident',1,none,yes,bad,cluster2
1222,<0,19.437465,'existing paid','new car',1275.918936,'no known savings',1<=X<4,3.126994,'female div/dep/mar',none,1.269793,car,34.104215,none,rent,1,skilled,1,none,yes,bad,cluster2
1223,<0,14.338974,'existing paid','new car',944.469628,<100,<1,2.758345,'female div/dep/mar',none,2,car,26.351563,none,own,2.562968,skilled,1,none,yes,bad,cluster2
1224,'no checking',19.076861,'all paid',furniture/equipment,1549.372452,<100,<1,4,'male single',none,4,'life insurance',35.374632,bank,own,1.711546,skilled,1.067354,none,yes,bad,cluster2
1225,<0,13.809232,'existing paid','new car',1284.355129,<100,1<=X<4,3.107863,'female div/dep/mar',none,3.746795,car,34.643072,none,rent,1,skilled,1,none,yes,bad,cluster2
1226,<0,15,'existing paid','new car',1271.525442,'no known savings',1<=X<4,3.856756,'female div/dep/mar',none,2.276728,car,25.703465,none,rent,1.703135,skilled,1,none,yes,bad,cluster2
1227,<0,12,'existing paid','new car',690.814589,<100,4<=X<7,3.562634,'male single',none,3,car,27.97096,none,own,1.013814,'unskilled resident',1,none,yes,bad,cluster2
1228,<0,26.06488,'existing paid',radio/tv,2138.361423,<100,1<=X<4,3.243706,'female div/dep/mar',none,1.623308,'real estate',24,none,own,2,skilled,1,none,yes,bad,cluster2
1229,0<=X<200,31.822499,'existing paid','new car',12675.320766,<100,1<=X<4,3.350941,'male single',none,4,'no known property',35.183183,none,'for free',1,'high qualif/self emp/mgmt',1,yes,yes,bad,cluster2
1230,<0,23.57539,'existing paid',furniture/equipment,3108.449722,<100,<1,1.019815,'female div/dep/mar',none,4,'life insurance',27.347598,none,rent,1,skilled,1,none,yes,bad,cluster2
1231,<0,36,'existing paid','new car',8060.633097,<100,1<=X<4,3.147752,'male single',none,2.378138,car,26.030226,none,own,2,skilled,1,yes,yes,bad,cluster2
1232,<0,9.956465,'existing paid','new car',1367.326943,<100,1<=X<4,3.827557,'female div/dep/mar',none,4,'life insurance',24.764565,none,own,1,skilled,1,none,yes,bad,cluster2
1233,<0,40.522008,'existing paid','new car',4907.756314,<100,1<=X<4,2.552141,'male single',none,2,'life insurance',27.099443,none,own,1.336217,skilled,1,yes,yes,bad,cluster2
1234,0<=X<200,12,'existing paid','new car',804.311339,<100,>=7,4,'female div/dep/mar',none,2.171612,'life insurance',25.969074,bank,own,1,'unskilled resident',1.207798,none,yes,bad,cluster2
1235,<0,50.411152,'critical/other existing credit','used car',6236.626664,<100,>=7,4,'male single',none,4,'no known property',42.712457,none,'for free',1,skilled,1,none,yes,bad,cluster2
1236,<0,42.623287,'existing paid',radio/tv,6128.491432,<100,1<=X<4,4,'female div/dep/mar',none,3.950621,'no known property',33.33778,none,own,1,skilled,1,none,yes,bad,cluster2
1237,<0,23.884756,'all paid','new car',1202.297777,<100,>=7,2.008051,'female div/dep/mar',none,4,'no known property',34.333001,none,rent,1,skilled,1.093009,none,yes,bad,cluster2
1238,<0,44.196608,'existing paid','new car',7666.931727,<100,>=7,1.23951,'female div/dep/mar',none,4,'life insurance',49.97489,none,rent,1,skilled,1.244017,none,yes,bad,cluster2
1239,<0,25.254315,'existing paid','new car',9142.016996,<100,<1,1.617047,'male single',none,1.67755,car,27.325699,none,own,1,skilled,1,yes,yes,bad,cluster2
1240,<0,15.992925,'existing paid',radio/tv,1797.505128,<100,1<=X<4,3.48056,'female div/dep/mar',none,3.42558,'real estate',33.610928,none,own,1.896469,skilled,1,none,yes,bad,cluster2
1241,<0,40.417614,'existing paid','new car',9945.058054,<100,<1,1.925867,'male single',none,3.322747,car,25.865201,none,own,1.112183,skilled,1,yes,yes,bad,cluster2
1242,<0,46.914794,'existing paid',radio/tv,3081.444064,<100,1<=X<4,3,'male single',none,3.730943,car,26.045383,none,own,1,skilled,1,none,yes,bad,cluster2
1243,<0,45.471607,'existing paid','new car',3959.179899,<100,1<=X<4,4,'male single',none,3.239394,'real estate',41.960112,none,own,1,skilled,1.606553,none,yes,bad,cluster2
1244,<0,19.975695,'existing paid',radio/tv,1349.668004,<100,<1,4,'male single',none,3,car,31.457229,bank,own,1,'unskilled resident',1,none,yes,bad,cluster2
1245,0<=X<200,25.496388,'existing paid',furniture/equipment,2723.947457,<100,>=7,2.64715,'female div/dep/mar',none,2,'life insurance',53.686251,bank,own,1.036988,skilled,1.692795,none,yes,bad,cluster2
1246,<0,24.111815,'existing paid','new car',3957.640543,<100,1<=X<4,3.544122,'male single',none,3.507979,car,33.574919,none,own,1.538752,skilled,1.768581,none,yes,bad,cluster2
1247,<0,19.364251,'no credits/all paid',furniture/equipment,4223.521455,<100,1<=X<4,1.11086,'male single',none,3.046355,car,36,none,own,2.363965,skilled,1.028512,none,yes,bad,cluster2
1248,<0,30.769335,'existing paid','used car',8324.072991,<100,>=7,2.524271,'male single',none,4,'no known property',42.99955,none,own,1.032097,skilled,1,none,yes,bad,cluster2
1249,<0,17.540578,'existing paid','new car',1223.126491,<100,<1,4,'female div/dep/mar',none,2.385209,'real estate',23.457817,none,own,1,skilled,1,none,yes,bad,cluster2
1250,0<=X<200,24.983799,'existing paid','used car',11637.918509,<100,1<=X<4,1.518702,'male single',none,4,car,23.64867,none,rent,2,'high qualif/self emp/mgmt',1,none,yes,bad,cluster2
1251,<0,20.022306,'existing paid',radio/tv,2324.554676,<100,unemployed,2,'male div/sep',none,1.341374,car,28.761663,none,own,1,skilled,1,none,yes,bad,cluster2
1252,<0,15.669107,'existing paid','new car',1114.232223,<100,1<=X<4,4,'female div/dep/mar',none,3.658713,car,37.590341,none,own,1.485882,skilled,1,none,yes,bad,cluster2
1253,0<=X<200,33.577586,'no credits/all paid','new car',5219.603966,<100,unemployed,4,'female div/dep/mar',none,2,'life insurance',28.355746,none,own,1.631366,skilled,1,yes,yes,bad,cluster2
1254,0<=X<200,19.160974,'existing paid',furniture/equipment,1938.344143,<100,<1,4,'male div/sep',none,4,'real estate',27.489066,none,own,1.863514,skilled,1,none,yes,bad,cluster2
1255,<0,20.049867,'all paid','new car',6854.034628,<100,1<=X<4,2,'male single',none,2.086839,'life insurance',65.480608,none,own,1.671232,skilled,1,yes,yes,bad,cluster2
1256,<0,12,'existing paid','new car',717.871477,<100,>=7,4,'male single',none,3.400224,car,55.177233,none,own,1,'unskilled resident',1,none,yes,bad,cluster2
1257,<0,19.721363,'critical/other existing credit','new car',2265.865299,<100,1<=X<4,3.71706,'male single',none,2.389272,'life insurance',30.180553,bank,own,2,skilled,1,none,yes,bad,cluster2
1258,<0,16.987455,'existing paid','new car',1442.793424,<100,4<=X<7,4,'male single',none,2.75603,'no known property',30.627247,none,own,1.777322,skilled,1.255171,none,yes,bad,cluster2
1259,<0,16.188869,'existing paid','new car',3961.061355,<100,1<=X<4,1.149136,'male single',none,2.499181,car,32.415074,none,own,2.045072,skilled,1,none,yes,bad,cluster2
1260,<0,11.247069,'existing paid',furniture/equipment,2185.870294,<100,1<=X<4,2.693167,'female div/dep/mar',none,2,'real estate',27.837694,none,own,1,skilled,1,none,yes,bad,cluster2
1261,<0,21.116494,'existing paid',furniture/equipment,2439.501627,<100,<1,2.809488,'male single',none,2.036254,car,32.559825,none,own,1,skilled,1,none,yes,bad,cluster2
1262,<0,11.348375,'delayed previously','new car',2227.660514,<100,1<=X<4,2.385658,'male single',none,2.477343,'life insurance',52.703146,bank,rent,1.735551,skilled,1,none,yes,bad,cluster2
1263,<0,9.352441,'existing paid','new car',1426.395722,<100,4<=X<7,3.686126,'female div/dep/mar',none,3.919983,'no known property',31.771887,none,own,1.11504,skilled,1.667355,none,yes,bad,cluster2
1264,<0,25.220655,'existing paid','new car',4040.67357,<100,<1,3,'male single',none,2.840639,car,44.051224,none,rent,1,skilled,1,none,yes,bad,cluster2
1265,0<=X<200,12,'existing paid',radio/tv,795.851425,<100,<1,4,'female div/dep/mar',none,3.948302,'life insurance',39.389566,none,own,1,'unskilled resident',1.673319,none,yes,bad,cluster2
1266,0<=X<200,35.720018,'existing paid',business,15463.194074,<100,1<=X<4,1.548843,'male single',none,3.04074,'no known property',24.168907,none,own,1,skilled,1,yes,yes,bad,cluster2
1267,<0,18.047793,'no credits/all paid',furniture/equipment,4226.282251,<100,1<=X<4,1.325245,'male single',none,3.444742,car,38.606182,none,own,2.30266,skilled,1,none,yes,bad,cluster2
1268,<0,13.860027,'existing paid','new car',2601.131539,<100,1<=X<4,2.694234,'male single',none,2.352298,'real estate',39.633462,none,rent,1,skilled,1.330466,none,yes,bad,cluster2
1269,<0,44.166737,'existing paid','new car',4737.493165,<100,<1,3.461986,'male single',none,3.993598,'life insurance',25,none,own,1.839012,'unskilled resident',1,yes,yes,bad,cluster2
1270,<0,24,'existing paid',furniture/equipment,3092.534072,<100,<1,3.064296,'female div/dep/mar',none,2,'life insurance',23.266981,none,rent,1,skilled,1,none,yes,bad,cluster2
1271,0<=X<200,48,'existing paid','new car',17655.391414,<100,1<=X<4,1.635618,'male single',none,2,'no known property',26.988552,bank,own,1,'high qualif/self emp/mgmt',1,yes,yes,bad,cluster2
1272,0<=X<200,35.26167,'existing paid','new car',14411.937175,<100,>=7,1.232522,'male single',none,2.766713,'no known property',59.51855,none,own,1,'high qualif/self emp/mgmt',1,yes,yes,bad,cluster2
1273,<0,24,'existing paid',furniture/equipment,2387.367287,<100,<1,1.575192,'male div/sep',none,1.791631,'real estate',33.17691,none,rent,1.337914,skilled,1,none,yes,bad,cluster2
1274,<0,22.864409,'existing paid',furniture/equipment,3350.649055,<100,<1,3.366161,'male single',none,3.638003,'life insurance',38.640303,none,rent,1,skilled,1,yes,yes,bad,cluster2
1275,<0,10.774653,'existing paid','new car',1378.117869,<100,1<=X<4,2.936931,'female div/dep/mar',none,3.674185,'real estate',25.929138,none,own,1,skilled,1,none,yes,bad,cluster2
1276,<0,39.615693,'all paid','new car',6856.809017,<100,1<=X<4,2.80846,'male single',none,2.963857,'life insurance',55.022498,none,own,1.929306,skilled,1,yes,yes,bad,cluster2
1277,<0,12,'existing paid','new car',699.098354,<100,>=7,4,'male single',none,3.07653,car,49.777914,bank,own,1.559775,'unskilled resident',1,none,yes,bad,cluster2
1278,<0,48,'existing paid','used car',10238.153543,<100,4<=X<7,2.177871,'male single',none,2.082518,car,32.89338,none,own,1.595722,skilled,1.588418,yes,yes,bad,cluster2
