checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
<0,'\'(31.2-38]\'','existing paid','new car','\'(7519.6-9337]\'',<100,>=7,'\'(2.5-2.8]\'','female div/dep/mar',none,'\'(3.4-3.7]\'','real estate','\'(24.6-30.2]\'',none,'for free','\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',yes,yes,bad
0<=X<200,'\'(51.6-58.4]\'','existing paid','new car','\'(12971.8-14789.2]\'',<100,>=7,'\'(3.7-inf)\'','male single',none,'\'(1.9-2.2]\'','no known property','\'(30.2-35.8]\'',none,own,'\'(-inf-1.3]\'','high qualif/self emp/mgmt','\'(-inf-1.1]\'',yes,yes,bad
0<=X<200,'\'(24.4-31.2]\'','existing paid','new car','\'(11154.4-12971.8]\'',<100,1<=X<4,'\'(2.5-2.8]\'','male single',none,'\'(3.7-inf)\'','no known property','\'(41.4-47]\'',none,'for free','\'(-inf-1.3]\'','high qualif/self emp/mgmt','\'(1.1-1.2]\'',yes,yes,bad
0<=X<200,'\'(10.8-17.6]\'','existing paid','new car','\'(-inf-2067.4]\'',<100,1<=X<4,'\'(1.6-1.9]\'','female div/dep/mar',none,'\'(3.7-inf)\'','real estate','\'(41.4-47]\'',none,own,'\'(1.6-1.9]\'','unskilled resident','\'(-inf-1.1]\'',none,yes,bad
0<=X<200,'\'(24.4-31.2]\'','existing paid',furniture/equipment,'\'(7519.6-9337]\'',<100,>=7,'\'(1.9-2.2]\'','male single',none,'\'(2.2-2.5]\'','no known property','\'(35.8-41.4]\'',none,own,'\'(1.9-2.2]\'',skilled,'\'(-inf-1.1]\'',yes,yes,bad
<0,'\'(10.8-17.6]\'','existing paid',furniture/equipment,'\'(-inf-2067.4]\'',<100,1<=X<4,'\'(1.6-1.9]\'','female div/dep/mar',none,'\'(1.6-1.9]\'','real estate','\'(-inf-24.6]\'',none,rent,'\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
0<=X<200,'\'(-inf-10.8]\'','existing paid','new car','\'(-inf-2067.4]\'',<100,<1,'\'(1.6-1.9]\'','female div/dep/mar',none,'\'(1.9-2.2]\'',car,'\'(24.6-30.2]\'',none,own,'\'(1.6-1.9]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(10.8-17.6]\'','existing paid','new car','\'(2067.4-3884.8]\'',<100,<1,'\'(3.4-3.7]\'','male div/sep',none,'\'(1.6-1.9]\'',car,'\'(35.8-41.4]\'',none,own,'\'(1.9-2.2]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(17.6-24.4]\'','existing paid','new car','\'(-inf-2067.4]\'','no known savings',1<=X<4,'\'(2.8-3.1]\'','female div/dep/mar',none,'\'(1.9-2.2]\'','life insurance','\'(24.6-30.2]\'',none,own,'\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(10.8-17.6]\'','existing paid','new car','\'(2067.4-3884.8]\'',<100,<1,'\'(3.7-inf)\'','male single',none,'\'(3.1-3.4]\'','real estate','\'(41.4-47]\'',none,own,'\'(1.3-1.6]\'','unskilled resident','\'(1.9-inf)\'',none,yes,bad
<0,'\'(10.8-17.6]\'','no credits/all paid','new car','\'(-inf-2067.4]\'',<100,<1,'\'(3.7-inf)\'','male single',none,'\'(2.5-2.8]\'','real estate','\'(35.8-41.4]\'',none,own,'\'(1.6-1.9]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
0<=X<200,'\'(10.8-17.6]\'','existing paid',furniture/equipment,'\'(2067.4-3884.8]\'',<100,>=7,'\'(1.6-1.9]\'','male single',none,'\'(2.5-2.8]\'','life insurance','\'(-inf-24.6]\'',bank,own,'\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(17.6-24.4]\'','all paid','new car','\'(-inf-2067.4]\'',<100,unemployed,'\'(1.9-2.2]\'','female div/dep/mar',none,'\'(3.7-inf)\'','no known property','\'(58.2-63.8]\'',none,own,'\'(2.5-2.8]\'','unemp/unskilled non res','\'(1.3-1.4]\'',none,yes,bad
0<=X<200,'\'(17.6-24.4]\'','existing paid','used car','\'(11154.4-12971.8]\'',<100,1<=X<4,'\'(-inf-1.3]\'','female div/dep/mar',none,'\'(3.4-3.7]\'',car,'\'(24.6-30.2]\'',bank,rent,'\'(1.9-2.2]\'','high qualif/self emp/mgmt','\'(-inf-1.1]\'',none,yes,bad
0<=X<200,'\'(10.8-17.6]\'','existing paid','new car','\'(-inf-2067.4]\'',<100,4<=X<7,'\'(2.8-3.1]\'','female div/dep/mar',none,'\'(1.3-1.6]\'',car,'\'(24.6-30.2]\'',none,own,'\'(1.6-1.9]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(10.8-17.6]\'','existing paid','new car','\'(-inf-2067.4]\'',<100,1<=X<4,'\'(3.7-inf)\'','female div/dep/mar',none,'\'(-inf-1.3]\'',car,'\'(-inf-24.6]\'',none,own,'\'(-inf-1.3]\'','unskilled resident','\'(-inf-1.1]\'',none,yes,bad
<0,'\'(10.8-17.6]\'','existing paid','new car','\'(-inf-2067.4]\'',<100,>=7,'\'(3.7-inf)\'','male single',none,'\'(3.1-3.4]\'','life insurance','\'(30.2-35.8]\'',none,own,'\'(-inf-1.3]\'','unskilled resident','\'(1.1-1.2]\'',none,yes,bad
0<=X<200,'\'(38-44.8]\'','critical/other existing credit','new car','\'(3884.8-5702.2]\'',<100,1<=X<4,'\'(2.5-2.8]\'','female div/dep/mar',none,'\'(2.5-2.8]\'','life insurance','\'(24.6-30.2]\'',none,own,'\'(1.6-1.9]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(24.4-31.2]\'','existing paid',radio/tv,'\'(-inf-2067.4]\'',<100,1<=X<4,'\'(2.8-3.1]\'','female div/dep/mar',none,'\'(2.2-2.5]\'','no known property','\'(30.2-35.8]\'',none,own,'\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',yes,yes,bad
0<=X<200,'\'(10.8-17.6]\'','existing paid',repairs,'\'(-inf-2067.4]\'',<100,<1,'\'(2.2-2.5]\'','male mar/wid',none,'\'(2.8-3.1]\'','life insurance','\'(35.8-41.4]\'',none,own,'\'(1.9-2.2]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(17.6-24.4]\'','critical/other existing credit','new car','\'(3884.8-5702.2]\'',<100,<1,'\'(2.2-2.5]\'','male single',none,'\'(3.4-3.7]\'','life insurance','\'(41.4-47]\'',none,own,'\'(-inf-1.3]\'',skilled,'\'(1.6-1.7]\'',none,yes,bad
<0,'\'(17.6-24.4]\'','existing paid',furniture/equipment,'\'(2067.4-3884.8]\'',<100,<1,'\'(2.8-3.1]\'','male single',none,'\'(3.7-inf)\'','life insurance','\'(30.2-35.8]\'',none,rent,'\'(-inf-1.3]\'',skilled,'\'(1.8-1.9]\'',yes,yes,bad
<0,'\'(17.6-24.4]\'','all paid',radio/tv,'\'(-inf-2067.4]\'',<100,<1,'\'(3.7-inf)\'','male single',none,'\'(1.9-2.2]\'',car,'\'(-inf-24.6]\'',none,own,'\'(-inf-1.3]\'','unskilled resident','\'(-inf-1.1]\'',none,yes,bad
<0,'\'(17.6-24.4]\'','existing paid',furniture/equipment,'\'(2067.4-3884.8]\'',<100,<1,'\'(2.2-2.5]\'','female div/dep/mar',none,'\'(2.2-2.5]\'','life insurance','\'(-inf-24.6]\'',none,own,'\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(10.8-17.6]\'','all paid',radio/tv,'\'(-inf-2067.4]\'',<100,<1,'\'(3.7-inf)\'','female div/dep/mar',none,'\'(3.7-inf)\'','real estate','\'(-inf-24.6]\'',none,own,'\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(10.8-17.6]\'','existing paid','new car','\'(-inf-2067.4]\'',<100,1<=X<4,'\'(3.7-inf)\'','male single',none,'\'(2.2-2.5]\'',car,'\'(-inf-24.6]\'',none,own,'\'(-inf-1.3]\'','unskilled resident','\'(-inf-1.1]\'',none,yes,bad
0<=X<200,'\'(10.8-17.6]\'','existing paid','new car','\'(-inf-2067.4]\'',<100,1<=X<4,'\'(2.8-3.1]\'','female div/dep/mar',none,'\'(1.9-2.2]\'','real estate','\'(24.6-30.2]\'',none,own,'\'(-inf-1.3]\'','unskilled resident','\'(-inf-1.1]\'',none,yes,bad
<0,'\'(17.6-24.4]\'','existing paid',furniture/equipment,'\'(2067.4-3884.8]\'',<100,<1,'\'(1.3-1.6]\'','female div/dep/mar',none,'\'(2.8-3.1]\'','life insurance','\'(24.6-30.2]\'',none,rent,'\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(-inf-10.8]\'','existing paid','new car','\'(-inf-2067.4]\'',<100,unemployed,'\'(3.7-inf)\'','female div/dep/mar',none,'\'(3.7-inf)\'','no known property','\'(35.8-41.4]\'',none,own,'\'(1.6-1.9]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(24.4-31.2]\'','existing paid','used car','\'(7519.6-9337]\'',<100,>=7,'\'(2.2-2.5]\'','male single',none,'\'(2.5-2.8]\'','no known property','\'(35.8-41.4]\'',none,own,'\'(1.9-2.2]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
0<=X<200,'\'(10.8-17.6]\'','existing paid',radio/tv,'\'(2067.4-3884.8]\'',<100,1<=X<4,'\'(3.4-3.7]\'','male single',none,'\'(3.4-3.7]\'',car,'\'(-inf-24.6]\'',none,rent,'\'(1.3-1.6]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(24.4-31.2]\'','existing paid','new car','\'(7519.6-9337]\'',<100,<1,'\'(1.9-2.2]\'','male single',none,'\'(-inf-1.3]\'',car,'\'(24.6-30.2]\'',none,own,'\'(1.9-2.2]\'',skilled,'\'(-inf-1.1]\'',yes,yes,bad
<0,'\'(17.6-24.4]\'','existing paid',furniture/equipment,'\'(2067.4-3884.8]\'',<100,<1,'\'(3.7-inf)\'','female div/dep/mar',none,'\'(2.2-2.5]\'','life insurance','\'(24.6-30.2]\'',none,rent,'\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(17.6-24.4]\'','existing paid','new car','\'(-inf-2067.4]\'',<100,<1,'\'(3.7-inf)\'','female div/dep/mar',none,'\'(3.7-inf)\'','real estate','\'(35.8-41.4]\'',none,rent,'\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(-inf-10.8]\'','existing paid','new car','\'(-inf-2067.4]\'',<100,<1,'\'(3.7-inf)\'','female div/dep/mar',none,'\'(3.7-inf)\'','no known property','\'(24.6-30.2]\'',none,rent,'\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(10.8-17.6]\'','existing paid','new car','\'(-inf-2067.4]\'',<100,<1,'\'(2.2-2.5]\'','female div/dep/mar',none,'\'(3.7-inf)\'',car,'\'(-inf-24.6]\'',none,rent,'\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(31.2-38]\'','all paid','new car','\'(5702.2-7519.6]\'',<100,1<=X<4,'\'(1.9-2.2]\'','male single',none,'\'(1.9-2.2]\'','life insurance','\'(24.6-30.2]\'',none,own,'\'(-inf-1.3]\'',skilled,'\'(1.6-1.7]\'',yes,yes,bad
<0,'\'(10.8-17.6]\'','existing paid',radio/tv,'\'(-inf-2067.4]\'',<100,unemployed,'\'(3.7-inf)\'','female div/dep/mar',none,'\'(1.9-2.2]\'','real estate','\'(24.6-30.2]\'',none,own,'\'(-inf-1.3]\'','unskilled resident','\'(-inf-1.1]\'',none,yes,bad
<0,'\'(31.2-38]\'','existing paid',furniture/equipment,'\'(5702.2-7519.6]\'',<100,1<=X<4,'\'(2.5-2.8]\'','male single',none,'\'(3.7-inf)\'','life insurance','\'(35.8-41.4]\'',none,own,'\'(1.9-2.2]\'',skilled,'\'(1.6-1.7]\'',yes,yes,bad
<0,'\'(17.6-24.4]\'','existing paid',furniture/equipment,'\'(2067.4-3884.8]\'',<100,<1,'\'(1.9-2.2]\'','female div/dep/mar',none,'\'(2.8-3.1]\'','life insurance','\'(-inf-24.6]\'',none,rent,'\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(44.8-51.6]\'','existing paid',furniture/equipment,'\'(5702.2-7519.6]\'',<100,1<=X<4,'\'(2.2-2.5]\'','male single',none,'\'(3.7-inf)\'','life insurance','\'(30.2-35.8]\'',none,own,'\'(1.9-2.2]\'',skilled,'\'(1.4-1.5]\'',yes,yes,bad
<0,'\'(31.2-38]\'','existing paid','new car','\'(2067.4-3884.8]\'',<100,<1,'\'(2.5-2.8]\'','male div/sep',none,'\'(3.7-inf)\'',car,'\'(24.6-30.2]\'',none,own,'\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(10.8-17.6]\'','existing paid','new car','\'(2067.4-3884.8]\'',<100,1<=X<4,'\'(1.9-2.2]\'','male single',none,'\'(1.6-1.9]\'','real estate','\'(24.6-30.2]\'',none,rent,'\'(1.3-1.6]\'',skilled,'\'(1.1-1.2]\'',none,yes,bad
<0,'\'(17.6-24.4]\'','existing paid',radio/tv,'\'(2067.4-3884.8]\'',<100,unemployed,'\'(1.6-1.9]\'','male div/sep',none,'\'(-inf-1.3]\'',car,'\'(30.2-35.8]\'',none,own,'\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(38-44.8]\'','existing paid','new car','\'(7519.6-9337]\'',<100,>=7,'\'(3.7-inf)\'','male single',none,'\'(3.7-inf)\'',car,'\'(35.8-41.4]\'',none,'for free','\'(1.6-1.9]\'',skilled,'\'(-inf-1.1]\'',yes,yes,bad
<0,'\'(10.8-17.6]\'','all paid',furniture/equipment,'\'(-inf-2067.4]\'',<100,<1,'\'(3.1-3.4]\'','male single',none,'\'(2.2-2.5]\'',car,'\'(-inf-24.6]\'',bank,own,'\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
0<=X<200,'\'(38-44.8]\'','existing paid','new car','\'(5702.2-7519.6]\'',<100,>=7,'\'(3.7-inf)\'','male single',none,'\'(3.7-inf)\'','no known property','\'(35.8-41.4]\'',none,own,'\'(1.3-1.6]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
0<=X<200,'\'(10.8-17.6]\'','existing paid',furniture/equipment,'\'(2067.4-3884.8]\'',<100,<1,'\'(2.5-2.8]\'','male div/sep',none,'\'(2.5-2.8]\'','life insurance','\'(24.6-30.2]\'',bank,own,'\'(-inf-1.3]\'',skilled,'\'(1.4-1.5]\'',none,yes,bad
<0,'\'(17.6-24.4]\'','existing paid',radio/tv,'\'(-inf-2067.4]\'',<100,<1,'\'(3.7-inf)\'','male single',none,'\'(2.2-2.5]\'','real estate','\'(30.2-35.8]\'',bank,own,'\'(1.6-1.9]\'',skilled,'\'(1.2-1.3]\'',none,yes,bad
<0,'\'(10.8-17.6]\'','existing paid','new car','\'(-inf-2067.4]\'',<100,1<=X<4,'\'(3.7-inf)\'','female div/dep/mar',none,'\'(3.4-3.7]\'',car,'\'(-inf-24.6]\'',none,own,'\'(-inf-1.3]\'','unskilled resident','\'(-inf-1.1]\'',none,yes,bad
<0,'\'(44.8-51.6]\'','all paid',furniture/equipment,'\'(5702.2-7519.6]\'',<100,<1,'\'(2.5-2.8]\'','male single',none,'\'(3.7-inf)\'','life insurance','\'(41.4-47]\'',none,own,'\'(1.9-2.2]\'',skilled,'\'(1.9-inf)\'',yes,yes,bad
<0,'\'(10.8-17.6]\'','existing paid','new car','\'(-inf-2067.4]\'',<100,<1,'\'(2.5-2.8]\'','male single',none,'\'(1.6-1.9]\'','real estate','\'(24.6-30.2]\'',none,own,'\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(17.6-24.4]\'','critical/other existing credit','new car','\'(2067.4-3884.8]\'',<100,<1,'\'(3.1-3.4]\'','male div/sep',none,'\'(2.5-2.8]\'',car,'\'(30.2-35.8]\'',none,rent,'\'(1.3-1.6]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
0<=X<200,'\'(10.8-17.6]\'','critical/other existing credit','new car','\'(3884.8-5702.2]\'',<100,1<=X<4,'\'(-inf-1.3]\'','female div/dep/mar',none,'\'(3.7-inf)\'','life insurance','\'(30.2-35.8]\'',none,own,'\'(1.9-2.2]\'',skilled,'\'(-inf-1.1]\'',yes,yes,bad
<0,'\'(24.4-31.2]\'','existing paid',furniture/equipment,'\'(2067.4-3884.8]\'',<100,1<=X<4,'\'(3.4-3.7]\'','male single',none,'\'(2.2-2.5]\'',car,'\'(35.8-41.4]\'',none,own,'\'(-inf-1.3]\'',skilled,'\'(1.1-1.2]\'',none,yes,bad
0<=X<200,'\'(10.8-17.6]\'','existing paid',furniture/equipment,'\'(-inf-2067.4]\'',<100,<1,'\'(3.1-3.4]\'','male single',none,'\'(1.9-2.2]\'','real estate','\'(35.8-41.4]\'',none,own,'\'(1.6-1.9]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
'no checking','\'(17.6-24.4]\'','all paid',furniture/equipment,'\'(-inf-2067.4]\'',<100,<1,'\'(3.1-3.4]\'','male single',none,'\'(2.8-3.1]\'','life insurance','\'(24.6-30.2]\'',bank,own,'\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
0<=X<200,'\'(31.2-38]\'','existing paid','new car','\'(11154.4-12971.8]\'',<100,1<=X<4,'\'(-inf-1.3]\'','male single',none,'\'(3.7-inf)\'','no known property','\'(35.8-41.4]\'',none,'for free','\'(-inf-1.3]\'','high qualif/self emp/mgmt','\'(1.6-1.7]\'',yes,yes,bad
<0,'\'(10.8-17.6]\'','existing paid','new car','\'(-inf-2067.4]\'','no known savings',1<=X<4,'\'(1.9-2.2]\'','female div/dep/mar',none,'\'(2.8-3.1]\'','life insurance','\'(24.6-30.2]\'',none,own,'\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(51.6-58.4]\'','all paid','new car','\'(5702.2-7519.6]\'',<100,1<=X<4,'\'(2.8-3.1]\'','male single',none,'\'(3.7-inf)\'','life insurance','\'(58.2-63.8]\'',none,own,'\'(1.6-1.9]\'',skilled,'\'(-inf-1.1]\'',yes,yes,bad
<0,'\'(17.6-24.4]\'','existing paid',furniture/equipment,'\'(2067.4-3884.8]\'',<100,<1,'\'(3.7-inf)\'','female div/dep/mar',none,'\'(3.4-3.7]\'','life insurance','\'(24.6-30.2]\'',none,rent,'\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',yes,yes,bad
0<=X<200,'\'(10.8-17.6]\'','existing paid',furniture/equipment,'\'(2067.4-3884.8]\'',<100,>=7,'\'(2.5-2.8]\'','male single',none,'\'(3.7-inf)\'',car,'\'(24.6-30.2]\'',bank,own,'\'(1.6-1.9]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(17.6-24.4]\'','no credits/all paid','new car','\'(-inf-2067.4]\'',<100,1<=X<4,'\'(3.1-3.4]\'','male single',none,'\'(3.7-inf)\'','real estate','\'(24.6-30.2]\'',none,own,'\'(1.3-1.6]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(24.4-31.2]\'','existing paid',radio/tv,'\'(2067.4-3884.8]\'',<100,<1,'\'(3.4-3.7]\'','female div/dep/mar',none,'\'(-inf-1.3]\'','real estate','\'(30.2-35.8]\'',none,own,'\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(17.6-24.4]\'','existing paid',furniture/equipment,'\'(2067.4-3884.8]\'',<100,1<=X<4,'\'(1.9-2.2]\'','female div/dep/mar',none,'\'(3.7-inf)\'','real estate','\'(24.6-30.2]\'',none,rent,'\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(10.8-17.6]\'','existing paid','new car','\'(-inf-2067.4]\'',<100,<1,'\'(1.3-1.6]\'','male single',none,'\'(2.8-3.1]\'','real estate','\'(41.4-47]\'',none,own,'\'(1.6-1.9]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(17.6-24.4]\'','critical/other existing credit','new car','\'(2067.4-3884.8]\'',<100,1<=X<4,'\'(3.4-3.7]\'','male single',none,'\'(3.4-3.7]\'','life insurance','\'(58.2-63.8]\'',bank,own,'\'(1.9-2.2]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
0<=X<200,'\'(31.2-38]\'','existing paid',furniture/equipment,'\'(2067.4-3884.8]\'',<100,>=7,'\'(3.7-inf)\'','female div/dep/mar',none,'\'(3.7-inf)\'','life insurance','\'(30.2-35.8]\'',bank,own,'\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(17.6-24.4]\'','existing paid','new car','\'(-inf-2067.4]\'',<100,1<=X<4,'\'(3.7-inf)\'','female div/dep/mar',none,'\'(2.5-2.8]\'','real estate','\'(35.8-41.4]\'',none,own,'\'(1.6-1.9]\'',skilled,'\'(1.3-1.4]\'',none,yes,bad
0<=X<200,'\'(-inf-10.8]\'','existing paid','new car','\'(-inf-2067.4]\'',<100,<1,'\'(3.4-3.7]\'','female div/dep/mar',none,'\'(2.5-2.8]\'',car,'\'(30.2-35.8]\'',none,own,'\'(1.6-1.9]\'',skilled,'\'(1.7-1.8]\'',none,yes,bad
<0,'\'(10.8-17.6]\'','existing paid','new car','\'(-inf-2067.4]\'',<100,4<=X<7,'\'(3.7-inf)\'','male single',none,'\'(3.7-inf)\'','no known property','\'(-inf-24.6]\'',none,own,'\'(1.3-1.6]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
0<=X<200,'\'(24.4-31.2]\'','no credits/all paid',furniture/equipment,'\'(3884.8-5702.2]\'',<100,1<=X<4,'\'(3.1-3.4]\'','female div/dep/mar',none,'\'(2.8-3.1]\'',car,'\'(24.6-30.2]\'',none,own,'\'(1.6-1.9]\'','unskilled resident','\'(-inf-1.1]\'',none,yes,bad
0<=X<200,'\'(17.6-24.4]\'','existing paid','new car','\'(2067.4-3884.8]\'',<100,>=7,'\'(2.2-2.5]\'','male div/sep',none,'\'(2.8-3.1]\'','life insurance','\'(-inf-24.6]\'',bank,own,'\'(1.3-1.6]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(10.8-17.6]\'','existing paid','new car','\'(-inf-2067.4]\'',<100,1<=X<4,'\'(3.7-inf)\'','female div/dep/mar',none,'\'(1.6-1.9]\'','life insurance','\'(24.6-30.2]\'',none,own,'\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(17.6-24.4]\'','existing paid',radio/tv,'\'(-inf-2067.4]\'',<100,1<=X<4,'\'(3.1-3.4]\'','female div/dep/mar',none,'\'(2.8-3.1]\'','no known property','\'(24.6-30.2]\'',none,own,'\'(1.9-2.2]\'',skilled,'\'(-inf-1.1]\'',yes,yes,bad
<0,'\'(24.4-31.2]\'','existing paid',furniture/equipment,'\'(2067.4-3884.8]\'',<100,<1,'\'(3.7-inf)\'','male single',none,'\'(2.2-2.5]\'','life insurance','\'(24.6-30.2]\'',none,rent,'\'(-inf-1.3]\'',skilled,'\'(1.7-1.8]\'',yes,yes,bad
<0,'\'(17.6-24.4]\'','existing paid','new car','\'(2067.4-3884.8]\'',<100,1<=X<4,'\'(3.7-inf)\'','female div/dep/mar',none,'\'(3.7-inf)\'','life insurance','\'(47-52.6]\'',none,rent,'\'(1.3-1.6]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(10.8-17.6]\'','existing paid',radio/tv,'\'(-inf-2067.4]\'',<100,unemployed,'\'(3.7-inf)\'','female div/dep/mar',none,'\'(2.5-2.8]\'','real estate','\'(-inf-24.6]\'',none,own,'\'(-inf-1.3]\'','unskilled resident','\'(-inf-1.1]\'',none,yes,bad
0<=X<200,'\'(-inf-10.8]\'','existing paid','new car','\'(-inf-2067.4]\'',<100,1<=X<4,'\'(2.5-2.8]\'','female div/dep/mar',none,'\'(3.7-inf)\'','real estate','\'(-inf-24.6]\'',none,own,'\'(-inf-1.3]\'','unskilled resident','\'(1.1-1.2]\'',none,yes,bad
<0,'\'(10.8-17.6]\'','existing paid',radio/tv,'\'(-inf-2067.4]\'',<100,1<=X<4,'\'(3.7-inf)\'','female div/dep/mar',none,'\'(-inf-1.3]\'','real estate','\'(24.6-30.2]\'',none,own,'\'(1.3-1.6]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(31.2-38]\'','existing paid',furniture/equipment,'\'(2067.4-3884.8]\'',<100,1<=X<4,'\'(2.2-2.5]\'','male single',none,'\'(3.1-3.4]\'','real estate','\'(35.8-41.4]\'',none,own,'\'(-inf-1.3]\'',skilled,'\'(1.9-inf)\'',none,yes,bad
<0,'\'(10.8-17.6]\'','all paid',furniture/equipment,'\'(-inf-2067.4]\'',<100,<1,'\'(2.5-2.8]\'','male single',none,'\'(2.2-2.5]\'',car,'\'(30.2-35.8]\'',bank,own,'\'(1.9-2.2]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(44.8-51.6]\'','existing paid','new car','\'(3884.8-5702.2]\'',<100,1<=X<4,'\'(3.7-inf)\'','male single',none,'\'(2.2-2.5]\'','real estate','\'(41.4-47]\'',none,own,'\'(-inf-1.3]\'',skilled,'\'(1.2-1.3]\'',none,yes,bad
<0,'\'(17.6-24.4]\'','existing paid','new car','\'(2067.4-3884.8]\'',<100,1<=X<4,'\'(1.9-2.2]\'','male single',none,'\'(3.7-inf)\'','real estate','\'(47-52.6]\'',none,rent,'\'(1.6-1.9]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(-inf-10.8]\'','existing paid','new car','\'(-inf-2067.4]\'',<100,4<=X<7,'\'(2.2-2.5]\'','male single',none,'\'(2.8-3.1]\'','no known property','\'(24.6-30.2]\'',none,own,'\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
'no checking','\'(17.6-24.4]\'','all paid',furniture/equipment,'\'(-inf-2067.4]\'',<100,<1,'\'(3.7-inf)\'','male single',none,'\'(3.7-inf)\'','life insurance','\'(35.8-41.4]\'',bank,own,'\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(10.8-17.6]\'','existing paid',radio/tv,'\'(-inf-2067.4]\'',<100,<1,'\'(3.4-3.7]\'','male div/sep',none,'\'(3.7-inf)\'','real estate','\'(-inf-24.6]\'',none,own,'\'(1.9-2.2]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(17.6-24.4]\'','existing paid','new car','\'(-inf-2067.4]\'',<100,<1,'\'(3.1-3.4]\'','female div/dep/mar',none,'\'(3.7-inf)\'','real estate','\'(30.2-35.8]\'',none,own,'\'(-inf-1.3]\'',skilled,'\'(-inf-1.1]\'',none,yes,bad
<0,'\'(38-44.8]\'','delayed previously',business,'\'(3884.8-5702.2]\'',<100,1<=X<4,'\'(-inf-1.3]\'','female div/dep/mar',none,'\'(3.4-3.7]\'','life insurance','\'(-inf-24.6]\'',none,own,'\'(1.9-2.2]\'',skilled,'\'(1.2-1.3]\'',none,yes,bad
