"","checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","personal_status","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class"
"1180","<0",29.268505,"existing paid","furniture/equipment",3349,"<100","<1",4,"male single","none",2.318639,"life insurance",29.403806,"none","rent",1,"skilled",1.777924,"yes","yes","bad"
"1181","<0",20.554895,"existing paid","new car",2626.531237,"<100","1<=X<4",4,"female div/dep/mar","none",4,"life insurance",50.590791,"none","rent",1.351725,"skilled",1,"none","yes","bad"
"1182","<0",12,"existing paid","radio/tv",745.114285,"<100","unemployed",4,"female div/dep/mar","none",2.78224,"real estate",23.579502,"none","own",1,"unskilled resident",1,"none","yes","bad"
"1183","0<=X<200",9.22738,"existing paid","new car",1239.196115,"<100","1<=X<4",2.653534,"female div/dep/mar","none",4,"real estate",24.577,"none","own",1,"unskilled resident",1.158329,"none","yes","bad"
"1184","<0",15.598422,"existing paid","radio/tv",1805.145974,"<100","1<=X<4",3.746354,"female div/dep/mar","none",1,"real estate",25.269959,"none","own",1.371829,"skilled",1,"none","yes","bad"
"1185","<0",32.984429,"existing paid","furniture/equipment",3444.352283,"<100","1<=X<4",2.272529,"male single","none",3.236089,"real estate",38.640648,"none","own",1,"skilled",1.930418,"none","yes","bad"
"1186","<0",14.861767,"all paid","furniture/equipment",1504.288481,"<100","<1",2.695708,"male single","none",2.336435,"car",33.304159,"bank","own",2,"skilled",1,"none","yes","bad"
"1187","<0",48,"existing paid","new car",3914.647644,"<100","1<=X<4",4,"male single","none",2.419422,"real estate",43.438669,"none","own",1,"skilled",1.291724,"none","yes","bad"
"1188","<0",17.674553,"existing paid","new car",2603.825154,"<100","1<=X<4",2.060892,"male single","none",4,"real estate",49.952431,"none","rent",1.82352,"skilled",1,"none","yes","bad"
"1189","<0",9,"existing paid","new car",1433.611099,"<100","4<=X<7",2.483982,"male single","none",2.855454,"no known property",27.97557,"none","own",1,"skilled",1,"none","yes","bad"
"1190","no checking",23.699216,"all paid","furniture/equipment",1551.62929,"<100","<1",4,"male single","none",3.761959,"life insurance",37.347129,"bank","own",1,"skilled",1,"none","yes","bad"
"1191","<0",13.508067,"existing paid","radio/tv",1951.121685,"<100","<1",3.432535,"male div/sep","none",3.935013,"real estate",19.851353,"none","own",1.966627,"skilled",1,"none","yes","bad"
"1192","<0",24,"existing paid","new car",1357.139638,"<100","<1",3.150971,"female div/dep/mar","none",3.952015,"real estate",32.016718,"none","own",1,"skilled",1,"none","yes","bad"
"1193","<0",39.746377,"delayed previously","business",4351.23513,"<100","1<=X<4",1.133174,"female div/dep/mar","none",3.584314,"life insurance",23.217342,"none","own",2,"skilled",1.297873,"none","yes","bad"
"1194","<0",12.287589,"existing paid","radio/tv",745.066298,"<100","unemployed",4,"female div/dep/mar","none",1.262757,"real estate",25.289324,"none","own",1,"unskilled resident",1,"none","yes","bad"
"1195","no checking",21.686445,"existing paid","furniture/equipment",4611.798528,"<100","<1",3,"male single","none",2.706002,"life insurance",39.514199,"none","own",1.117771,"unskilled resident",1.505775,"none","yes","bad"
"1196","<0",41.141563,"existing paid","new car",7949.249092,"<100",">=7",4,"male single","none",4,"no known property",29.034542,"none","own",1.749347,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"1197","<0",20.538407,"existing paid","new car",1361.794036,"<100","1<=X<4",2.436151,"female div/dep/mar","none",3.846406,"life insurance",25.178828,"none","own",1,"skilled",1,"none","yes","bad"
"1198","0<=X<200",17.998652,"existing paid","new car",948.321019,"<100","<1",4,"female div/dep/mar","none",3,"car",37.163425,"none","own",1.184125,"skilled",2,"none","yes","bad"
"1199","<0",12,"existing paid","new car",689.897736,"<100","4<=X<7",4,"male single","none",3.676355,"car",37.619282,"none","own",1.164126,"unskilled resident",1.494449,"none","yes","bad"
"1200","0<=X<200",25.559403,"existing paid","furniture/equipment",1919.726894,"<100","<1",4,"male single","none",2.282948,"real estate",32.114113,"none","own",1.679188,"skilled",1,"none","yes","bad"
"1201","<0",30.424478,"existing paid","new car",2302.641107,"<100","<1",4,"male div/sep","none",2.510585,"car",41.720246,"none","own",1,"skilled",1,"none","yes","bad"
"1202","<0",36,"existing paid","new car",8076.817069,"<100","1<=X<4",2.083171,"male single","none",3.393875,"car",30.069387,"none","own",2.137143,"skilled",1,"yes","yes","bad"
"1203","<0",21.985407,"existing paid","new car",914.688906,"<100",">=7",4,"female div/dep/mar","none",3.933602,"car",36.798423,"bank","own",1,"skilled",1.154816,"none","yes","bad"
"1204","<0",15.295271,"existing paid","new car",895.943657,"<100",">=7",4,"female div/dep/mar","none",2.21172,"car",28.868956,"bank","own",1,"skilled",1.629681,"none","yes","bad"
"1205","<0",34.72753,"critical/other existing credit","new car",4843.319657,"<100","4<=X<7",3,"male single","none",2.221434,"life insurance",33.716325,"none","own",1.471804,"skilled",1,"none","yes","bad"
"1206","<0",18.072105,"existing paid","new car",2591.465599,"<100","<1",4,"male single","none",3.584786,"real estate",45.282823,"none","own",1.444767,"unskilled resident",1.43895,"none","yes","bad"
"1207","0<=X<200",43.235397,"existing paid","radio/tv",5709.281865,"<100","1<=X<4",1.390029,"female div/dep/mar","none",1.252972,"car",31.146206,"none","own",1.529126,"skilled",1,"none","yes","bad"
"1208","<0",17.782188,"existing paid","furniture/equipment",1127.216489,"<100","1<=X<4",4,"female div/dep/mar","none",2.567344,"car",31.220514,"none","own",1,"skilled",1,"none","yes","bad"
"1209","<0",48,"existing paid","furniture/equipment",6349.358467,"<100",">=7",4,"male single","none",3.372117,"no known property",52.608212,"none","for free",1.814082,"skilled",1,"none","yes","bad"
"1210","0<=X<200",37.100866,"existing paid","new car",6659.204795,"<100","1<=X<4",2.475888,"male single","none",3.604551,"no known property",32.570614,"none","own",1.830108,"skilled",1,"none","yes","bad"
"1211","0<=X<200",17.721592,"existing paid","furniture/equipment",2910.758397,"<100","1<=X<4",3.840696,"male single","none",1.711862,"real estate",33.088445,"none","own",1.218682,"skilled",1.080003,"none","yes","bad"
"1212","<0",6,"existing paid","new car",1201.723776,"<100","unemployed",4,"female div/dep/mar","none",4,"life insurance",39.162519,"none","rent",1,"skilled",1,"none","yes","bad"
"1213","0<=X<200",30.708146,"existing paid","new car",14289.196418,"<100",">=7",1.435471,"male single","none",2,"no known property",25.095527,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"1214","<0",15.212884,"existing paid","new car",1346.991828,"<100","<1",3.536269,"male single","none",2.654088,"real estate",31.867487,"none","own",1.256486,"skilled",1,"none","yes","bad"
"1215","<0",8.248987,"all paid","radio/tv",636.281879,"<100","<1",4,"female div/dep/mar","none",2,"real estate",28.032358,"none","own",1,"skilled",1.037252,"none","yes","bad"
"1216","0<=X<200",15.944704,"existing paid","new car",1216.829545,"<100","<1",4,"female div/dep/mar","none",2.032977,"real estate",23.279438,"none","own",1,"skilled",1,"none","yes","bad"
"1217","no checking",25.153605,"existing paid","new car",2541.830235,"<100","1<=X<4",3.202978,"male single","none",3.971251,"real estate",26.489823,"none","own",1.397969,"unskilled resident",1.035054,"none","yes","bad"
"1218","0<=X<200",18,"existing paid","furniture/equipment",1893.992975,"<100","<1",4,"female div/dep/mar","none",3.406251,"real estate",26.075541,"none","own",1.071648,"skilled",1,"none","yes","bad"
"1219","0<=X<200",15.649653,"existing paid","new car",6420.083086,"<100",">=7",2.022235,"male single","none",1.730699,"no known property",56.273778,"none","own",1,"skilled",1,"none","yes","bad"
"1220","<0",18.892095,"existing paid","radio/tv",1977.644718,"<100","<1",2.733928,"female div/dep/mar","none",4,"real estate",22.105022,"none","own",1,"skilled",1.778258,"none","yes","bad"
"1221","0<=X<200",28.955059,"existing paid","used car",11787.251129,"<100","1<=X<4",1,"male single","none",1.456882,"car",31.488722,"none","rent",1.135571,"high qualif/self emp/mgmt",1,"none","yes","bad"
"1222","0<=X<200",33.436657,"no credits/all paid","business",4298.928101,"<100","1<=X<4",3.034819,"female div/dep/mar","none",4,"car",25.727057,"none","own",1.319313,"unskilled resident",1,"none","yes","bad"
"1223","<0",19.437465,"existing paid","new car",1275.918936,"no known savings","1<=X<4",3.126994,"female div/dep/mar","none",1.269793,"car",34.104215,"none","rent",1,"skilled",1,"none","yes","bad"
"1224","<0",14.338974,"existing paid","new car",944.469628,"<100","<1",2.758345,"female div/dep/mar","none",2,"car",26.351563,"none","own",2.562968,"skilled",1,"none","yes","bad"
"1225","no checking",19.076861,"all paid","furniture/equipment",1549.372452,"<100","<1",4,"male single","none",4,"life insurance",35.374632,"bank","own",1.711546,"skilled",1.067354,"none","yes","bad"
"1226","<0",13.809232,"existing paid","new car",1284.355129,"<100","1<=X<4",3.107863,"female div/dep/mar","none",3.746795,"car",34.643072,"none","rent",1,"skilled",1,"none","yes","bad"
"1227","<0",15,"existing paid","new car",1271.525442,"no known savings","1<=X<4",3.856756,"female div/dep/mar","none",2.276728,"car",25.703465,"none","rent",1.703135,"skilled",1,"none","yes","bad"
"1228","<0",12,"existing paid","new car",690.814589,"<100","4<=X<7",3.562634,"male single","none",3,"car",27.97096,"none","own",1.013814,"unskilled resident",1,"none","yes","bad"
"1229","<0",26.06488,"existing paid","radio/tv",2138.361423,"<100","1<=X<4",3.243706,"female div/dep/mar","none",1.623308,"real estate",24,"none","own",2,"skilled",1,"none","yes","bad"
"1230","0<=X<200",31.822499,"existing paid","new car",12675.320766,"<100","1<=X<4",3.350941,"male single","none",4,"no known property",35.183183,"none","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"1231","<0",23.57539,"existing paid","furniture/equipment",3108.449722,"<100","<1",1.019815,"female div/dep/mar","none",4,"life insurance",27.347598,"none","rent",1,"skilled",1,"none","yes","bad"
"1232","<0",36,"existing paid","new car",8060.633097,"<100","1<=X<4",3.147752,"male single","none",2.378138,"car",26.030226,"none","own",2,"skilled",1,"yes","yes","bad"
"1233","<0",9.956465,"existing paid","new car",1367.326943,"<100","1<=X<4",3.827557,"female div/dep/mar","none",4,"life insurance",24.764565,"none","own",1,"skilled",1,"none","yes","bad"
"1234","<0",40.522008,"existing paid","new car",4907.756314,"<100","1<=X<4",2.552141,"male single","none",2,"life insurance",27.099443,"none","own",1.336217,"skilled",1,"yes","yes","bad"
"1235","0<=X<200",12,"existing paid","new car",804.311339,"<100",">=7",4,"female div/dep/mar","none",2.171612,"life insurance",25.969074,"bank","own",1,"unskilled resident",1.207798,"none","yes","bad"
"1236","<0",50.411152,"critical/other existing credit","used car",6236.626664,"<100",">=7",4,"male single","none",4,"no known property",42.712457,"none","for free",1,"skilled",1,"none","yes","bad"
"1237","<0",42.623287,"existing paid","radio/tv",6128.491432,"<100","1<=X<4",4,"female div/dep/mar","none",3.950621,"no known property",33.33778,"none","own",1,"skilled",1,"none","yes","bad"
"1238","<0",23.884756,"all paid","new car",1202.297777,"<100",">=7",2.008051,"female div/dep/mar","none",4,"no known property",34.333001,"none","rent",1,"skilled",1.093009,"none","yes","bad"
"1239","<0",44.196608,"existing paid","new car",7666.931727,"<100",">=7",1.23951,"female div/dep/mar","none",4,"life insurance",49.97489,"none","rent",1,"skilled",1.244017,"none","yes","bad"
"1240","<0",25.254315,"existing paid","new car",9142.016996,"<100","<1",1.617047,"male single","none",1.67755,"car",27.325699,"none","own",1,"skilled",1,"yes","yes","bad"
"1241","<0",15.992925,"existing paid","radio/tv",1797.505128,"<100","1<=X<4",3.48056,"female div/dep/mar","none",3.42558,"real estate",33.610928,"none","own",1.896469,"skilled",1,"none","yes","bad"
"1242","<0",40.417614,"existing paid","new car",9945.058054,"<100","<1",1.925867,"male single","none",3.322747,"car",25.865201,"none","own",1.112183,"skilled",1,"yes","yes","bad"
"1243","<0",46.914794,"existing paid","radio/tv",3081.444064,"<100","1<=X<4",3,"male single","none",3.730943,"car",26.045383,"none","own",1,"skilled",1,"none","yes","bad"
"1244","<0",45.471607,"existing paid","new car",3959.179899,"<100","1<=X<4",4,"male single","none",3.239394,"real estate",41.960112,"none","own",1,"skilled",1.606553,"none","yes","bad"
"1245","<0",19.975695,"existing paid","radio/tv",1349.668004,"<100","<1",4,"male single","none",3,"car",31.457229,"bank","own",1,"unskilled resident",1,"none","yes","bad"
"1246","0<=X<200",25.496388,"existing paid","furniture/equipment",2723.947457,"<100",">=7",2.64715,"female div/dep/mar","none",2,"life insurance",53.686251,"bank","own",1.036988,"skilled",1.692795,"none","yes","bad"
"1247","<0",24.111815,"existing paid","new car",3957.640543,"<100","1<=X<4",3.544122,"male single","none",3.507979,"car",33.574919,"none","own",1.538752,"skilled",1.768581,"none","yes","bad"
"1248","<0",19.364251,"no credits/all paid","furniture/equipment",4223.521455,"<100","1<=X<4",1.11086,"male single","none",3.046355,"car",36,"none","own",2.363965,"skilled",1.028512,"none","yes","bad"
"1249","<0",30.769335,"existing paid","used car",8324.072991,"<100",">=7",2.524271,"male single","none",4,"no known property",42.99955,"none","own",1.032097,"skilled",1,"none","yes","bad"
"1250","<0",17.540578,"existing paid","new car",1223.126491,"<100","<1",4,"female div/dep/mar","none",2.385209,"real estate",23.457817,"none","own",1,"skilled",1,"none","yes","bad"
"1251","0<=X<200",24.983799,"existing paid","used car",11637.918509,"<100","1<=X<4",1.518702,"male single","none",4,"car",23.64867,"none","rent",2,"high qualif/self emp/mgmt",1,"none","yes","bad"
"1252","<0",20.022306,"existing paid","radio/tv",2324.554676,"<100","unemployed",2,"male div/sep","none",1.341374,"car",28.761663,"none","own",1,"skilled",1,"none","yes","bad"
"1253","<0",15.669107,"existing paid","new car",1114.232223,"<100","1<=X<4",4,"female div/dep/mar","none",3.658713,"car",37.590341,"none","own",1.485882,"skilled",1,"none","yes","bad"
"1254","0<=X<200",33.577586,"no credits/all paid","new car",5219.603966,"<100","unemployed",4,"female div/dep/mar","none",2,"life insurance",28.355746,"none","own",1.631366,"skilled",1,"yes","yes","bad"
"1255","0<=X<200",19.160974,"existing paid","furniture/equipment",1938.344143,"<100","<1",4,"male div/sep","none",4,"real estate",27.489066,"none","own",1.863514,"skilled",1,"none","yes","bad"
"1256","<0",20.049867,"all paid","new car",6854.034628,"<100","1<=X<4",2,"male single","none",2.086839,"life insurance",65.480608,"none","own",1.671232,"skilled",1,"yes","yes","bad"
"1257","<0",12,"existing paid","new car",717.871477,"<100",">=7",4,"male single","none",3.400224,"car",55.177233,"none","own",1,"unskilled resident",1,"none","yes","bad"
"1258","<0",19.721363,"critical/other existing credit","new car",2265.865299,"<100","1<=X<4",3.71706,"male single","none",2.389272,"life insurance",30.180553,"bank","own",2,"skilled",1,"none","yes","bad"
"1259","<0",16.987455,"existing paid","new car",1442.793424,"<100","4<=X<7",4,"male single","none",2.75603,"no known property",30.627247,"none","own",1.777322,"skilled",1.255171,"none","yes","bad"
"1260","<0",16.188869,"existing paid","new car",3961.061355,"<100","1<=X<4",1.149136,"male single","none",2.499181,"car",32.415074,"none","own",2.045072,"skilled",1,"none","yes","bad"
"1261","<0",11.247069,"existing paid","furniture/equipment",2185.870294,"<100","1<=X<4",2.693167,"female div/dep/mar","none",2,"real estate",27.837694,"none","own",1,"skilled",1,"none","yes","bad"
"1262","<0",21.116494,"existing paid","furniture/equipment",2439.501627,"<100","<1",2.809488,"male single","none",2.036254,"car",32.559825,"none","own",1,"skilled",1,"none","yes","bad"
"1263","<0",11.348375,"delayed previously","new car",2227.660514,"<100","1<=X<4",2.385658,"male single","none",2.477343,"life insurance",52.703146,"bank","rent",1.735551,"skilled",1,"none","yes","bad"
"1264","<0",9.352441,"existing paid","new car",1426.395722,"<100","4<=X<7",3.686126,"female div/dep/mar","none",3.919983,"no known property",31.771887,"none","own",1.11504,"skilled",1.667355,"none","yes","bad"
